1.013967862746217197e+00    6.054653628375001873e+00    -2.363504001881455430e-01
1.013967862746217197e+00    6.054653628375001873e+00    -2.363504001881455430e-01
1.018940770485305070e+00    6.043696301741223742e+00    -2.321048255066492372e-01
1.018940770485305070e+00    6.043696301741223742e+00    -2.321048255066492372e-01
1.020152502376165060e+00    4.656950330479538103e+00    -2.086041512821497079e-01
1.020152502376165060e+00    4.656950330479538103e+00    -2.086041512821497079e-01
1.012054852757333201e+00    5.525835473159068201e+00    -1.782365239066401597e-01
1.012054852757333201e+00    5.525835473159068201e+00    -1.782365239066401597e-01
1.012814142309212961e+00    4.529544911989607847e+00    -1.747673987943383633e-01
1.012814142309212961e+00    4.529544911989607847e+00    -1.747673987943383633e-01
1.008473245846799315e+00    5.917050383504669497e+00    -1.665549391716080185e-01
1.008473245846799315e+00    5.917050383504669497e+00    -1.665549391716080185e-01
1.023528547732708072e+00    4.339807667231776023e+00    -1.643510997138747654e-01
1.023528547732708072e+00    4.339807667231776023e+00    -1.643510997138747654e-01
1.012738664572942371e+00    4.429003631653147366e+00    -1.617961875569863539e-01
1.012738664572942371e+00    4.429003631653147366e+00    -1.617961875569863539e-01
1.005238120529664325e+00    5.677501082434751822e+00    -1.496303219072977753e-01
1.005238120529664325e+00    5.677501082434751822e+00    -1.496303219072977753e-01
1.005833259369504518e+00    5.608405284728862128e+00    -1.466061967546452571e-01
1.005833259369504518e+00    5.608405284728862128e+00    -1.466061967546452571e-01
1.006165897026668032e+00    6.017580428630282086e+00    -1.297078288299066129e-01
1.007468852303596618e+00    4.930655421543779227e+00    -1.246946527527230675e-01
1.007468852303596618e+00    4.930655421543779227e+00    -1.246946527527230675e-01
1.003315789782638578e+00    5.393307173029126211e+00    -1.097515333201190546e-01
1.003315789782638578e+00    5.393307173029126211e+00    -1.097515333201190546e-01
1.003000738605948960e+00    5.011788998660071215e+00    -9.773469788404164083e-02
1.003000738605948960e+00    5.011788998660071215e+00    -9.773469788404164083e-02
1.002645892182733922e+00    5.141156459471226015e+00    -9.453403999672523039e-02
1.002645892182733922e+00    5.141156459471226015e+00    -9.453403999672523039e-02
1.012306150386098391e+00    4.976351271107903429e+00    -9.363937251892395786e-02
1.012306150386098391e+00    4.976351271107903429e+00    -9.363937251892395786e-02
1.023463469745109267e+00    3.914466927454115286e+00    -9.295390263022559885e-02
1.023463469745109267e+00    3.914466927454115286e+00    -9.295390263022559885e-02
1.018163341548582235e+00    2.902068444490770727e+00    -9.241708800479513097e-02
1.018163341548582235e+00    2.902068444490770727e+00    -9.241708800479513097e-02
1.017230610194968854e+00    5.368596450288337429e+00    -9.181655986704999328e-02
1.017230610194968854e+00    5.368596450288337429e+00    -9.181655986704999328e-02
1.005146896323511507e+00    4.070829229371613955e+00    -8.793258892856294084e-02
1.005146896323511507e+00    4.070829229371613955e+00    -8.793258892856294084e-02
1.005138045941540437e+00    5.659498529584736204e+00    -8.426676348248125781e-02
1.005138045941540437e+00    5.659498529584736204e+00    -8.426676348248125781e-02
1.013218788791574232e+00    5.779875949181731976e+00    -8.272932670790680842e-02
1.013218788791574232e+00    5.779875949181731976e+00    -8.272932670790680842e-02
1.008845305318043284e+00    3.793160730426954785e+00    -8.032178179872939694e-02
1.008845305318043284e+00    3.793160730426954785e+00    -8.032178179872939694e-02
1.002243405047467117e+00    4.981334087119334342e+00    -7.805054921884627128e-02
1.002243405047467117e+00    4.981334087119334342e+00    -7.805054921884627128e-02
1.004895956619135999e+00    3.775968610786164081e+00    -7.552073412958355825e-02
1.004895956619135999e+00    3.775968610786164081e+00    -7.552073412958355825e-02
1.007690521630814739e+00    3.623610912522196248e+00    -7.471370485074826928e-02
1.007690521630814739e+00    3.623610912522196248e+00    -7.471370485074826928e-02
1.012793124008877887e+00    3.108646146789826314e+00    -7.458171388949777492e-02
9.999825612425502497e-01    5.633883746877650367e+00    -6.783412241724243175e-02
9.991599885329979225e-01    5.790484609772170721e+00    -6.715883399153577127e-02
9.985112284384144443e-01    6.009436024286006983e+00    -6.487748831026479701e-02
9.985112284384144443e-01    6.009436024286006983e+00    -6.487748831026479701e-02
1.019670720513627282e+00    2.414901088426375519e+00    -6.333280865256735170e-02
1.019670720513627282e+00    2.414901088426375519e+00    -6.333280865256735170e-02
1.006286157902238632e+00    3.855719133446972702e+00    -6.202103420743979023e-02
1.006286157902238632e+00    3.855719133446972702e+00    -6.202103420743979023e-02
1.002336570534966942e+00    4.066343384186727583e+00    -6.142340399951368157e-02
1.002336570534966942e+00    4.066343384186727583e+00    -6.142340399951368157e-02
1.000233717240711639e+00    4.964072683678309339e+00    -6.137921650586979083e-02
1.000233717240711639e+00    4.964072683678309339e+00    -6.137921650586979083e-02
1.017109420906575412e+00    3.832436406005062857e+00    -6.029680894276048808e-02
1.004970752660959477e+00    4.366577804121145157e+00    -5.892859072372380602e-02
1.004970752660959477e+00    4.366577804121145157e+00    -5.892859072372380602e-02
1.002181252261445721e+00    3.867229232454511223e+00    -5.642310970158272848e-02
1.002181252261445721e+00    3.867229232454511223e+00    -5.642310970158272848e-02
1.008769124891833568e+00    2.647636983130569721e+00    -5.462646568334393604e-02
1.008769124891833568e+00    2.647636983130569721e+00    -5.462646568334393604e-02
1.011130205004580951e+00    2.468902380356940540e+00    -5.434438981899188809e-02
1.011130205004580951e+00    2.468902380356940540e+00    -5.434438981899188809e-02
9.996699395540551425e-01    5.424564278624465885e+00    -5.259792365044882456e-02
1.002121594861310694e+00    3.671803225936918214e+00    -5.173873447493122085e-02
1.014125878220517807e+00    2.346977123212012462e+00    -5.130583741495892830e-02
1.005828474354606428e+00    4.807244495017615193e+00    -5.013827211697821640e-02
1.005828474354606428e+00    4.807244495017615193e+00    -5.013827211697821640e-02
1.002211071689551147e+00    3.845213087782286099e+00    -4.964214468396863783e-02
9.972920596637021573e-01    5.991434594957076420e+00    -4.909199631947657599e-02
9.972920596637021573e-01    5.991434594957076420e+00    -4.909199631947657599e-02
