    0.909811198711395264E+00    0.983601748943328857E+00   -0.265530285905548391E+00   -0.570378062280500497E+01    1
    0.999492287635803223E+00    0.925383210182189941E+00   -0.237993934157161940E+00   -0.570711395613835482E+01    1
    0.876439750194549561E+00    0.923854887485504150E+00   -0.217378836990231333E+00   -0.571044728947168334E+01    1
    0.958808302879333496E+00    0.895837485790252686E+00   -0.200210030901330022E+00   -0.571378062280501098E+01    1
    0.935938060283660889E+00    0.830784916877746582E+00   -0.198528061792314997E+00   -0.571711395613834394E+01    1
    0.784804105758666992E+00    0.919616103172302246E+00   -0.193310262160613366E+00   -0.572044728947168135E+01    1
    0.742929756641387939E+00    0.968369722366333008E+00   -0.187134856873781646E+00   -0.572378062280502586E+01    1
    0.871838033199310303E+00    0.905911207199096680E+00   -0.186946038866013353E+00   -0.572711395613835883E+01    1
    0.801958620548248291E+00    0.975729644298553467E+00   -0.174823264588911370E+00   -0.573044728947169002E+01    1
    0.795628249645233154E+00    0.925447463989257812E+00   -0.172338400726070096E+00   -0.573378062280501766E+01    1
    0.813963532447814941E+00    0.856614530086517334E+00   -0.169586175758599272E+00   -0.573711395613834529E+01    1
    0.701719880104064941E+00    0.999915301799774170E+00   -0.167305224142332204E+00   -0.574044728947167915E+01    1
    0.709777534008026123E+00    0.969956338405609131E+00   -0.165478292700506235E+00   -0.574378062280501744E+01    1
    0.849065661430358887E+00    0.721428751945495605E+00   -0.154844296828176187E+00   -0.574711395613836196E+01    1
    0.968695938587188721E+00    0.611470639705657959E+00   -0.151679128558586618E+00   -0.575044728947169581E+01    1
    0.834573328495025635E+00    0.806236863136291504E+00   -0.147929954389493856E+00   -0.575378062280501634E+01    1
    0.792748928070068359E+00    0.752280831336975098E+00   -0.144811679839408097E+00   -0.575711395613834398E+01    1
    0.759775996208190918E+00    0.764528036117553711E+00   -0.130864684006206655E+00   -0.576044728947168139E+01    1
    0.769662082195281982E+00    0.996976554393768311E+00   -0.128689303643874486E+00   -0.576378062280501613E+01    1
    0.879294395446777344E+00    0.715250968933105469E+00   -0.126947834296782552E+00   -0.576711395613835531E+01    1
    0.973124921321868896E+00    0.726458787918090820E+00   -0.117457343233554459E+00   -0.577044728947169805E+01    1
    0.933997690677642822E+00    0.551376581192016602E+00   -0.116117186959655005E+00   -0.577378062280503279E+01    1
    0.647779881954193115E+00    0.911187887191772461E+00   -0.112531407289469879E+00   -0.577711395613835421E+01    1
    0.856552541255950928E+00    0.583566904067993164E+00   -0.106275347910753687E+00   -0.578044728947167474E+01    1
    0.612524032592773438E+00    0.978316247463226318E+00   -0.102684897893404167E+00   -0.578378062280501393E+01    1
    0.995233893394470215E+00    0.470936238765716553E+00   -0.993320937499277412E-01   -0.578711395613835577E+01    1
    0.624956846237182617E+00    0.832334518432617188E+00   -0.960450503256177340E-01   -0.579044728947169407E+01    1
    0.720827400684356689E+00    0.683554112911224365E+00   -0.914914421201328820E-01   -0.579378062280503325E+01    1
    0.641257405281066895E+00    0.891997873783111572E+00   -0.909547267960131578E-01   -0.579711395613835734E+01    1
    0.883320987224578857E+00    0.504826307296752930E+00   -0.908239976002372662E-01   -0.580044728947169297E+01    1
    0.694092512130737305E+00    0.671818673610687256E+00   -0.820296983573867294E-01   -0.580378062280502593E+01    1
    0.648628234863281250E+00    0.680373787879943848E+00   -0.816636208553817161E-01   -0.580711395613834647E+01    1
    0.900061845779418945E+00    0.570227682590484619E+00   -0.807565818754202303E-01   -0.581044728947168032E+01    1
    0.959892809391021729E+00    0.714350163936614990E+00   -0.803339865001003461E-01   -0.581378062280502572E+01    1
    0.552835762500762939E+00    0.828085243701934814E+00   -0.789841093895115171E-01   -0.581711395613836935E+01    1
    0.871540665626525879E+00    0.461241781711578369E+00   -0.752141979512162689E-01   -0.582044728947169965E+01    1
    0.677652001380920410E+00    0.700166344642639160E+00   -0.737781336975369684E-01   -0.582378062280502462E+01    1
    0.527326941490173340E+00    0.819254577159881592E+00   -0.727758353847999667E-01   -0.582711395613835315E+01    1
    0.733634173870086670E+00    0.561219155788421631E+00   -0.700771963929156527E-01   -0.583044728947169411E+01    1
    0.577025055885314941E+00    0.740782558917999268E+00   -0.699415498563206589E-01   -0.583378062280502441E+01    1
    0.966291546821594238E+00    0.398085951805114746E+00   -0.694475418211416423E-01   -0.583711395613834316E+01    1
    0.722942292690277100E+00    0.612626194953918457E+00   -0.674746745239440532E-01   -0.584044728947168412E+01    1
    0.637019038200378418E+00    0.635760128498077393E+00   -0.645573368059838698E-01   -0.584378062280502064E+01    1
    0.666749536991119385E+00    0.620664119720458984E+00   -0.644410489541094034E-01   -0.584711395613835627E+01    1
    0.670516490936279297E+00    0.959613084793090820E+00   -0.637502475869747148E-01   -0.585044728947168746E+01    1
    0.575839221477508545E+00    0.761880636215209961E+00   -0.610007484833309035E-01   -0.585378062280502132E+01    1
    0.952301442623138428E+00    0.391842067241668701E+00   -0.596221087957758203E-01   -0.585711395613836583E+01    1
    0.419645607471466064E+00    0.966989219188690186E+00   -0.596138335678391140E-01   -0.586044728947168458E+01    1
    0.673443973064422607E+00    0.592594504356384277E+00   -0.578129471386463062E-01   -0.586378062280500867E+01    1
    0.714377641677856445E+00    0.626324415206909180E+00   -0.572569599263942075E-01   -0.586711395613835673E+01    1
    0.922129273414611816E+00    0.525668203830718994E+00   -0.570113851484466694E-01   -0.587044728947169592E+01    1
    0.848637640476226807E+00    0.477623462677001953E+00   -0.539173857975463675E-01   -0.587378062280501378E+01    1
    0.782007098197937012E+00    0.867650747299194336E+00   -0.532548603184888128E-01   -0.587711395613836363E+01    1
    0.595845162868499756E+00    0.858968973159790039E+00   -0.526247169942122839E-01   -0.588044728947169038E+01    1
    0.689513742923736572E+00    0.490605890750885010E+00   -0.521987352620812764E-01   -0.588378062280502512E+01    1
    0.682486355304718018E+00    0.502507448196411133E+00   -0.519411893294662239E-01   -0.588711395613835986E+01    1
    0.500954091548919678E+00    0.942663669586181641E+00   -0.513450807965222245E-01   -0.589044728947168750E+01    1
    0.545885264873504639E+00    0.749182641506195068E+00   -0.509590032088491213E-01   -0.589378062280501336E+01    1
    0.929284632205963135E+00    0.836775183677673340E+00   -0.504155533793062688E-01   -0.589711395613836142E+01    1
    0.953581869602203369E+00    0.639295697212219238E+00   -0.492706625303706985E-01   -0.590044728947168906E+01    1
    0.757316768169403076E+00    0.443897604942321777E+00   -0.488888360947037637E-01   -0.590378062280501403E+01    1
    0.490330278873443604E+00    0.840077519416809082E+00   -0.478261365660791610E-01   -0.590711395613835233E+01    1
    0.440277695655822754E+00    0.821450233459472656E+00   -0.468156601144999809E-01   -0.591044728947168974E+01    1
    0.713888287544250488E+00    0.500770986080169678E+00   -0.438511235744367539E-01   -0.591378062280503869E+01    1
    0.968988418579101562E+00    0.314716339111328125E+00   -0.435323060424128369E-01   -0.591711395613837610E+01    1
    0.663932144641876221E+00    0.478122234344482422E+00   -0.434421034010017415E-01   -0.592044728947170285E+01    1
    0.931811511516571045E+00    0.818993389606475830E+00   -0.430036356324178665E-01   -0.592378062280502160E+01    1
    0.460206747055053711E+00    0.735274553298950195E+00   -0.423125871990341906E-01   -0.592711395613834124E+01    1
    0.381037294864654541E+00    0.868168056011199951E+00   -0.407160858714975121E-01   -0.593044728947167687E+01    1
    0.772708058357238770E+00    0.400766313076019287E+00   -0.396897585208762504E-01   -0.593378062280501606E+01    1
    0.782266736030578613E+00    0.381120860576629639E+00   -0.389566134378542123E-01   -0.593711395613835968E+01    1
    0.525547742843627930E+00    0.610706925392150879E+00   -0.380490305106477023E-01   -0.594044728947169531E+01    1
    0.838938415050506592E+00    0.929753839969635010E+00   -0.377258412368106574E-01   -0.594378062280501940E+01    1
    0.769994497299194336E+00    0.506741464138031006E+00   -0.372931685805845126E-01   -0.594711395613835059E+01    1
    0.915999531745910645E+00    0.517587959766387939E+00   -0.367945015808734746E-01   -0.595044728947167822E+01    1
    0.842876911163330078E+00    0.534017980098724365E+00   -0.365098403066449056E-01   -0.595378062280501563E+01    1
    0.875569105148315430E+00    0.735352456569671631E+00   -0.360935936400427343E-01   -0.595711395613834949E+01    1
    0.934144437313079834E+00    0.330420434474945068E+00   -0.355985633311496005E-01   -0.596044728947167890E+01    1
    0.851364076137542725E+00    0.329896271228790283E+00   -0.354382546202188856E-01   -0.596378062280501009E+01    1
    0.697307944297790527E+00    0.406261324882507324E+00   -0.354177066298014057E-01   -0.596711395613835194E+01    1
    0.947004318237304688E+00    0.360391855239868164E+00   -0.353558489524946201E-01   -0.597044728947169379E+01    1
    0.789396166801452637E+00    0.824161767959594727E+00   -0.350929083500745170E-01   -0.597378062280502675E+01    1
    0.488048374652862549E+00    0.685785949230194092E+00   -0.348610066858954029E-01   -0.597711395613836682E+01    1
    0.489976882934570312E+00    0.948299467563629150E+00   -0.341996668188510530E-01   -0.598044728947168824E+01    1
    0.323939204216003418E+00    0.939978122711181641E+00   -0.336836732555207338E-01   -0.598378062280501855E+01    1
    0.657371699810028076E+00    0.463217794895172119E+00   -0.336298719679192504E-01   -0.598711395613835595E+01    1
    0.980029225349426270E+00    0.401385962963104248E+00   -0.335480786793863478E-01   -0.599044728947169425E+01    1
    0.471784174442291260E+00    0.772740006446838379E+00   -0.335424330622506456E-01   -0.599378062280503432E+01    1
    0.775613367557525635E+00    0.808357477188110352E+00   -0.331499416912093003E-01   -0.599711395613836995E+01    1
    0.574012041091918945E+00    0.549824714660644531E+00   -0.322964149592633656E-01   -0.600044728947169581E+01    1
    0.466321289539337158E+00    0.603069365024566650E+00   -0.322477724544321595E-01   -0.600378062280502434E+01    1
    0.963555634021759033E+00    0.356174647808074951E+00   -0.302437283491310341E-01   -0.600711395613837418E+01    1
    0.711832046508789062E+00    0.389906942844390869E+00   -0.298704066744832353E-01   -0.601044728947169471E+01    1
    0.818877458572387695E+00    0.472201108932495117E+00   -0.298595656365778957E-01   -0.601378062280501702E+01    1
    0.661900639533996582E+00    0.370524644851684570E+00   -0.283642082549191051E-01   -0.601711395613836331E+01    1
    0.291888356208801270E+00    0.986458837985992432E+00   -0.282603171857321832E-01   -0.602044728947169183E+01    1
    0.372799873352050781E+00    0.935577630996704102E+00   -0.281856260123142174E-01   -0.602378062280501236E+01    1
    0.882033050060272217E+00    0.676602423191070557E+00   -0.279260642503052145E-01   -0.602711395613836221E+01    1
    0.870196998119354248E+00    0.306750357151031494E+00   -0.277867927397345907E-01   -0.603044728947171205E+01    1
    0.781783044338226318E+00    0.516137301921844482E+00   -0.263766745290084925E-01   -0.603378062280504324E+01    1
    0.391230404376983643E+00    0.633979618549346924E+00   -0.258936977484673057E-01   -0.603711395613836554E+01    1
    0.387115359306335449E+00    0.926538467407226562E+00   -0.258778418362203798E-01   -0.604044728947168430E+01    1
    0.625194132328033447E+00    0.636623203754425049E+00   -0.255812443960268046E-01   -0.604378062280502437E+01    1
    0.831058681011199951E+00    0.541930735111236572E+00   -0.254928184054154898E-01   -0.604711395613836888E+01    1
    0.665042281150817871E+00    0.352252423763275146E+00   -0.248865028767474607E-01   -0.605044728947169297E+01    1
    0.340467631816864014E+00    0.759315192699432373E+00   -0.241856008814191198E-01   -0.605378062280501794E+01    1
    0.938412845134735107E+00    0.707258820533752441E+00   -0.241854896582952561E-01   -0.605711395613835712E+01    1
    0.924342334270477295E+00    0.284523844718933105E+00   -0.239714524602009371E-01   -0.606044728947170164E+01    1
    0.357990324497222900E+00    0.724576234817504883E+00   -0.238211969872171789E-01   -0.606378062280503460E+01    1
    0.815599203109741211E+00    0.683160066604614258E+00   -0.231368975736588045E-01   -0.606711395613834981E+01    1
    0.704113006591796875E+00    0.499826550483703613E+00   -0.225472106994620385E-01   -0.607044728947169254E+01    1
    0.377609491348266602E+00    0.721192181110382080E+00   -0.215415872758195209E-01   -0.607378062280503173E+01    1
    0.284513652324676514E+00    0.973898410797119141E+00   -0.214849340474791636E-01   -0.607711395613835847E+01    1
    0.383057773113250732E+00    0.579187691211700439E+00   -0.210733363766155805E-01   -0.608044728947169943E+01    1
    0.670279324054718018E+00    0.480337858200073242E+00   -0.209869494411057574E-01   -0.608378062280502796E+01    1
    0.334847986698150635E+00    0.674599111080169678E+00   -0.206694128573999755E-01   -0.608711395613835293E+01    1
    0.723665237426757812E+00    0.280748307704925537E+00   -0.200823686142398219E-01   -0.609044728947168057E+01    1
    0.792692959308624268E+00    0.401910364627838135E+00   -0.194874855692180743E-01   -0.609378062280500910E+01    1
    0.674245715141296387E+00    0.300402760505676270E+00   -0.194450188873828110E-01   -0.609711395613834028E+01    1
    0.351170778274536133E+00    0.955577015876770020E+00   -0.192789868780802384E-01   -0.610044728947168124E+01    1
    0.327108740806579590E+00    0.658927559852600098E+00   -0.192466961039531037E-01   -0.610378062280502842E+01    1
    0.949758172035217285E+00    0.279816389083862305E+00   -0.186735714811676508E-01   -0.610711395613835251E+01    1
    0.599483251571655273E+00    0.340134143829345703E+00   -0.186645033748666055E-01   -0.611044728947167926E+01    1
    0.356098771095275879E+00    0.588537752628326416E+00   -0.186040277272575966E-01   -0.611378062280503265E+01    1
    0.563549160957336426E+00    0.524048745632171631E+00   -0.181348230992207197E-01   -0.611711395613836562E+01    1
    0.483617663383483887E+00    0.728821039199829102E+00   -0.178038048006688987E-01   -0.612044728947168171E+01    1
    0.251536667346954346E+00    0.841248273849487305E+00   -0.175424836821297392E-01   -0.612378062280501911E+01    1
    0.734918236732482910E+00    0.308247447013854980E+00   -0.173889985980427708E-01   -0.612711395613837251E+01    1
    0.474114000797271729E+00    0.585167467594146729E+00   -0.173711681519161942E-01   -0.613044728947170903E+01    1
    0.256546199321746826E+00    0.912307381629943848E+00   -0.171468617987139416E-01   -0.613378062280503933E+01    1
    0.332975804805755615E+00    0.826719224452972412E+00   -0.168334295495487542E-01   -0.613711395613836164E+01    1
    0.354628622531890869E+00    0.566095650196075439E+00   -0.167599667182784656E-01   -0.614044728947168661E+01    1
    0.922023475170135498E+00    0.976589083671569824E+00   -0.167415511503246246E-01   -0.614378062280503645E+01    1
    0.214141070842742920E+00    0.989414036273956299E+00   -0.157483351322040936E-01   -0.614711395613836586E+01    1
    0.248226761817932129E+00    0.876799464225769043E+00   -0.157251304942880830E-01   -0.615044728947169439E+01    1
    0.398454129695892334E+00    0.639096736907958984E+00   -0.152519378141819286E-01   -0.615378062280502824E+01    1
    0.516721487045288086E+00    0.551195442676544189E+00   -0.145345746480041796E-01   -0.615711395613837009E+01    1
